player_id,Full Name,team_name,year,points,totReb,assists,steals,blocks,min,fga,fg%,tpa,tp%,fta,ft%,defReb,offReb,pFouls,turnovers
1046,Trae Young,Atlanta Hawks,2020,0.9956805730175277,0.3230443243671493,1.1165684752621923,0.5238823825837338,0.15526018043478773,1.2138648931342888,1.3187009037970072,-0.13008616445979518,0.7478228608841881,0.21439407598170307,1.0108368204317941,0.7553426673164073,0.3949281937463065,0.2022574153801148,0.35331115474649516,0.9748557220886411
761,John Collins,Atlanta Hawks,2020,0.7282702461766667,0.8503518429082164,0.140719921813683,0.30385611163968235,0.7576339422474262,1.0001029529463383,0.8696666940837298,0.8324229250707157,0.44658449187125154,0.5498779478695823,0.6280396948452007,0.5145335035119788,0.7961031636184267,0.7302634643331634,0.6523300268439934,0.4460413338996202
743,Bogdan Bogdanovic,Atlanta Hawks,2020,0.6849579225677344,0.3525332744445426,0.5975114778382125,0.637730819312705,0.3684476653354752,1.0335048496268884,0.9807487432874399,-0.015630164599283427,0.7930028356106876,0.6259118250382499,0.19620391454814276,0.6571619120349634,0.43395131506513157,0.17264505952908304,0.48641580072487334,0.4315124990008719
1868,De'Andre Hunter,Atlanta Hawks,2020,0.6473854128926546,0.47598156401484015,0.2669088564950274,0.39805470767920154,0.5665989830019624,0.9837994935388564,0.7616949952031047,0.26618051536640536,0.5437858503712265,0.3852050067374974,0.6971468886407078,0.5631734479569966,0.5375775951438464,0.28210716411259584,0.5257142705425423,0.4534796638944442
92,Clint Capela,Atlanta Hawks,2020,0.6175609564500824,1.2427071001337893,-0.06040912887565025,0.3916324523072054,0.9992535251029021,1.0215237539449096,0.732403455044845,1.1869818053439634,-3.7117141196367065,-1.8500277023996505,0.6575474968663466,-0.56806900098141,1.0893087070725818,1.0724672012788212,0.484256263513763,0.36459207351925166
181,Danilo Gallinari,Atlanta Hawks,2020,0.5726905595165719,0.3952853379176711,0.16368363960801838,0.3027549666386756,0.22158648860118027,0.6479714382341473,0.6342816158104881,-0.1258140926651155,0.6113548697799489,0.6079870435177469,0.6581763748778968,0.943787889264465,0.5107966046153527,-0.006655089765439722,0.43321068899158766,0.22113600635035985
980,Kevin Huerter,Atlanta Hawks,2020,0.5032100588866548,0.28744982941380437,0.6271817211150784,0.5926410297345247,0.4679420060842151,1.0408333370380334,0.7642669320392842,-0.17339648184011738,0.6650291647414887,0.33895008224328504,0.1683651324897204,0.29513227262353514,0.350292802397384,0.22281519679106065,0.5113504603522021,0.3750245834943303
1889,Cam Reddish,Atlanta Hawks,2020,0.46072425940824485,0.3594143134727658,0.202757647825641,0.6486492608146762,0.4038143179950723,0.7897592162003635,0.6391642020542838,-0.4739825615381866,0.5653711069655657,0.03911085612131966,0.5939494832874868,0.5562479821828306,0.4050742758425682,0.29953183204225803,0.5007439131903765,0.4628260469352459
553,Lou Williams,Atlanta Hawks,2020,0.34599903888193984,-0.1714960367778095,0.550226262209127,0.25658240454277237,-0.12241552806915551,0.27446913127805045,0.4637478579393008,-0.28441646549089317,0.25648390837352675,0.8682327790277453,0.45467270046061065,0.8312146232904566,-0.020282510284935478,-0.2549539959306954,-0.10901700191001439,0.5081184301233521
239,Solomon Hill,Atlanta Hawks,2020,-0.19615972520111644,0.07492987744285651,-0.02425399660923284,0.32867950087708137,0.08352330843793487,0.2519918539267557,-0.30307652971722243,-0.7610321072833023,0.3602768658312952,0.07046585294324494,0.003739269033530753,0.27076489304776563,0.13859518939552057,0.14896721224963955,0.2144542404002695,-0.03559544421298332
492,Tony Snell,Atlanta Hawks,2020,-0.2008277442414481,-0.20689829211413882,-0.004183914734939697,-0.05223775224219214,0.19259813891622085,-0.0022785736518225602,-0.5646749270025745,0.2764281764560665,0.2063355971024224,1.3898449254638134,-0.47622634465245844,1.221092696502764,-0.08826470268335103,-0.1156718205473201,0.07762942050423166,-0.1528303965693313
2629,Onyeka Okongwu,Atlanta Hawks,2020,-0.21010135605814956,0.13850799208400846,-0.5846682201138899,0.15891618590744266,0.626741816211811,-0.6482938259595281,-0.6995973647103401,1.446132269815335,-1.1950042562254632,-1.8500277023996505,0.222677507490165,-0.19596414651888935,0.013447063018546873,0.4899052073042299,0.2969078609590697,-0.06932763734793439
455,Rajon Rondo,Atlanta Hawks,2020,-0.238426238481109,-0.14803935703097074,0.617786088715457,0.35788322829278624,-0.016676004163993122,-0.21394510110467535,-0.27664496842342184,-0.4146147588664951,0.15394111100895932,0.46416703178853846,-0.8212229897080784,-0.7526650491345388,0.0265376953544927,-0.41975572992088855,-0.12183041312004549,0.4307978419887205
1063,Brandon Goodwin,Atlanta Hawks,2020,-0.29329157691967833,-0.6076053310931122,0.20789097355556796,-0.007548386395981597,-2.4137283194246573,-0.8700258345416358,-0.3959762469352507,-0.647691261093756,0.1319672411966046,0.05323525655885957,0.009131825096136036,-0.1559475911511687,-0.4331633644879741,-0.4390238949357715,-0.34396643515394537,0.00881249799191543
2620,Skylar Mays,Atlanta Hawks,2020,-0.7234524277085199,-1.1353201219917022,-0.4049532683972153,-0.11587722908459418,-0.5085393295316819,-2.3200969502801523,-1.3299222740232932,0.056214163070981475,-0.3133177068547628,0.2572065271050403,-0.19598572044136925,0.6766078011545421,-1.0624891336582236,-0.3816979741102425,-0.966629405498978,-0.6823079471783118
