,player_id,Full Name,team_name,year,Points,Rebounds,Assists,Steals,Blocks,FGA,FG%,3PA,3P%,FTA,FT%,Def. Rebounds,Off. Rebounds,Fouls,Turnovers
582,325,Robin Lopez,Washington Wizards,2020,0.3250449242251913,0.32482073426772035,-1.1587324311012617,-1.2939911979839755,0.6325422870184118,-0.3632261795367166,2.059634715240268,-1.014000737561971,-0.8492489782527708,0.19183079572690004,-0.41356428426277725,-0.7135250481722684,0.8578035903432156,-0.22097062602649584,-0.0002468590848297577
583,390,Raul Neto,Washington Wizards,2020,-0.1329083451190315,-0.7324223633550911,0.24365788563095303,0.7250130144945393,-0.7964890739224547,-0.09027419944879805,-0.04732223790730799,0.1648494014605668,0.4458399633312236,-0.026910725346549116,0.9019865146999618,-0.5338742844690488,-0.39363123475502637,0.023047453314079112,-0.2161511385982474
584,488,Ish Smith,Washington Wizards,2020,-0.5598689718551679,-0.0007791449110830904,1.0750293152686345,0.40510773189277777,0.08493679454677416,-0.08412917193411132,-0.4128168183225054,-0.27790674717163705,0.32720972942655885,-0.5365027471538367,-1.2743852410281273,0.13492891860061143,-0.3488475333234031,-0.25354345916898413,-0.05371491518117225
585,2564,Deni Avdija,Washington Wizards,2020,-0.9137151986211862,0.4220274449595483,-0.7086144285533365,-0.1402319528405233,-0.07164802474047921,-0.39020853073894307,-0.48469081655854185,0.2637763540157384,-0.03995482538871083,-0.42714033564703735,-1.0121548812851169,0.7562136900318056,-0.4502330815428381,0.7948918402097337,-0.4421765536376245
586,313,Alex Len,Washington Wizards,2020,0.19169357161786527,0.9741275029773789,-0.7149164189420655,-0.37686087640741317,1.0015678683532356,-0.9191436709103545,1.8043522676282213,-1.005635164145235,-0.5360546466490343,0.15745968721792067,-0.973090771162972,-0.012426432458667558,0.5170585161393997,0.20923724979861502,-0.33145308004591767
598,1046,Trae Young,Atlanta Hawks,2021,1.4773249609549906,-0.7666486027744802,1.6876433566572027,-0.1337572358663976,-0.929221361969226,1.7540601381030696,-0.1568581452352197,0.7603510283168843,0.37457812541657665,1.3106468925128898,1.0185620433276246,0.1842060053246747,-0.05521933543895708,0.026907646072222374,1.4433396727087888
601,761,John Collins,Atlanta Hawks,2021,0.5236888415763455,0.8236153853697276,-0.5494084582620826,-0.4037494519647726,0.5926414356923628,0.7943721217970553,0.7194769171562301,0.25332410195719207,0.33266745448327073,0.6287221266970774,0.10731090307233757,1.2574522684222986,0.7503826822842349,1.0380310808693571,0.16740757040381818
602,743,Bogdan Bogdanovic,Atlanta Hawks,2021,0.46433080563341234,-0.3208867893227586,0.30033588047607773,0.40223966962744007,-0.31071807159906534,0.91812914995976,-0.5109649816090172,0.6952828565970242,0.32811804296718566,0.21863590738698258,0.6500821924577694,0.36117951287696987,-0.2548063159493691,0.48835542362627327,0.08557021548653436
603,1868,De'Andre Hunter,Atlanta Hawks,2021,0.28614573270314103,-0.6644835135822759,-1.0358465153938585,-0.35708878318202164,-0.02209576671008753,0.7562142437313858,-0.15557280244123192,0.37193450626226887,0.6142546183336617,0.6206616775073799,0.10254256891232712,0.09145981778620124,-0.2792879478028717,1.047786911612286,0.3135624559404173
605,980,Kevin Huerter,Atlanta Hawks,2021,-0.04834371389251603,-0.639180320870047,0.167684964189319,-0.1617259615043197,-0.011411838700467502,0.5830330163722294,-0.14871393208069666,0.5598804489150604,0.5749586511441279,-0.632965620982611,0.31602486286779524,0.12221795246312198,-0.4377292431744225,0.7810625596800692,0.2374583600052614
606,1889,Cam Reddish,Atlanta Hawks,2021,0.4745349493536232,-0.8338364797909659,-0.9469687853717835,0.7186286175430739,0.03703951766181431,0.6175298429482939,-0.8775537173219107,0.48538944463663525,0.3496566159857756,0.32906724143879035,1.051382916337822,-0.6204294156056855,-0.19231077371047206,-0.36008869534641563,0.2710297160709254
607,181,Danilo Gallinari,Atlanta Hawks,2021,0.23982400278429267,0.18710831340518347,-0.5283267618649161,-0.8566417410293169,-0.38926528466747135,0.3670954415677011,-0.48411535527680594,0.434567894529023,0.3855196740949671,0.4406963914646948,1.126722553697743,0.5992267610726432,-0.21153588841335272,-0.28937370546581886,-0.4830532641491485
608,92,Clint Capela,Atlanta Hawks,2021,-0.05659494057851133,1.7740257127859096,-0.915643290638036,-0.08873119924725292,0.8219807410168304,0.16514603516982485,1.8844519752585458,-2.6221116658175467,-2.8328130784097802,0.3748871790375375,-2.1508078529577817,1.7072354404606203,1.4674701257537641,0.4942911263293903,-0.582572480746381
610,2629,Onyeka Okongwu,Atlanta Hawks,2021,-0.257607031444509,0.9909544814998564,-0.7913716420869347,0.11661068085534092,0.9575765354054847,-0.8553883443517011,2.704478495446736,-5.178311284786985,-2.8328130784097802,0.35163642627220587,-0.2348431293792325,0.40957705067006506,1.0504709278271445,1.2507550133613672,-0.09128378562800984
612,802,Wes Iwundu,Atlanta Hawks,2021,-0.9941946916570157,-0.06294933873944969,-14.903254202196676,-1.1404355507712587,-5.467109052115646,-0.33769061744104667,-0.258994901861331,-0.0667410322297614,2.403796146004725,-0.06526760706976209,-0.08242906037807858,0.30300219705910386,0.3231168815672115,0.8802932531025165,-1.1504485519630556
615,2794,Chaundee Brown Jr.,Atlanta Hawks,2021,-0.38625726727485993,0.05329623228102077,-0.8134052548019115,-0.23635230816993838,-5.467109052115646,-0.6546034670901664,-1.3140594268685237,0.242312222046639,0.6582597378665566,-0.1515619729252036,0.5373881535599476,-0.09334755484745232,-1.0754780302463696,-0.38950121331155213,-9.549967852574216
616,553,Lou Williams,Atlanta Hawks,2021,0.2087737801189966,-0.7253573712284601,0.6116495492657475,0.3482600264446927,-0.6293007750096422,-0.6702396012529132,-0.8820315784072712,-0.10413855889749125,0.3561476672272577,-0.09641360763686291,0.8256752298101909,-1.459038320918579,-0.8687335580674612,-1.6292540773295499,-0.4251941072161636
617,2890,A.J. Lawson,Atlanta Hawks,2021,0.2506584491416384,0.7422839951400353,0.12516237973070632,1.0054922753745057,-5.467109052115646,-1.0424718481726836,-0.6060556008768542,0.18038227985240213,0.4400676868492855,-0.632965620982611,1.777022581435998,-0.2659705575810438,-0.6316361217859103,-1.8515133487601905,-0.01310835651196555
618,564,Delon Wright,Atlanta Hawks,2021,-1.2258916093066494,-0.103624004764004,0.6151902670272674,0.9527353473157494,0.018894953304692798,-1.2717874673915988,-0.04541908708254685,-0.12017217129931902,0.4237846979674004,-0.38820380685130984,0.5683790142568481,-0.39109623011601297,0.07633814930091133,-1.7969267466647256,-0.5304013159308871
624,497,Lance Stephenson,Atlanta Hawks,2021,-2.194475381586825,0.5037441360239092,0.9042401555419847,-12.243339442180478,-5.467109052115646,-2.1081578678959128,-1.0065102535870742,-0.6997348591911793,-2.8328130784097802,-1.2006022228437658,-1.9418807021921556,-0.2659705575810438,-1.23386721304033,-0.4856469930034936,-0.4328914319302674
631,882,Jayson Tatum,Boston Celtics,2021,1.2573132263187734,0.44992696658449405,0.6147959709000049,-0.00408732028653614,0.2290567689880201,1.776884476921778,-0.24768132202765042,0.7859950142412451,0.3107593942441136,1.2168047190797282,0.5770111718025595,1.4025288050411147,0.395923671854112,0.7183661839199124,1.1955821340938186
632,75,Jaylen Brown,Boston Celtics,2021,1.1214363805609346,0.18597346560152225,0.2521331562258606,0.08252513379831668,-0.21480636161062763,1.5867355592950534,0.09478852255884981,0.6878244629907981,0.31846929107043,1.0173424806533955,-0.004781629181446835,1.0615085730667175,0.2740008522319397,0.8170284553883901,1.0537467383406138
634,472,Dennis Schroder,Boston Celtics,2021,0.3834166412942316,-0.6329672338354879,0.8015988757303552,0.1027445449168304,-0.7424395232835599,0.8385141493191317,-0.3327885388613096,0.37521645942773596,0.17978782903680407,0.5772355808382688,0.6788229540558741,0.027103006643465898,-0.19800950932906025,0.6499929704109926,0.7732763613082552
635,486,Marcus Smart,Boston Celtics,2021,-0.15877729679638536,-0.5839202714730066,1.0634522694554027,0.6583128713397113,-0.3250575184389627,0.6750845533085084,-0.6534757755938275,0.5455386222592228,0.0880048156859602,0.48373234618011823,0.28946126798473776,0.2652233583415866,-0.024664212242579718,0.7614774254185888,0.8434977653879379
636,248,Al Horford,Boston Celtics,2021,-0.3864009542144861,0.8671195999929412,0.3569139370357123,-0.21539787782897998,0.7874424713756459,0.20081538672762628,0.2180460589476523,0.38097245175152256,0.4841765920414559,-0.03771633365840289,0.4711481459635175,1.3488537543483043,0.6846241579612278,0.36455924287922387,0.00846195825295642
637,897,Derrick White,Boston Celtics,2021,-0.2456390408317761,-0.5512947605575299,0.4785420692697784,-0.08664092572775935,0.3631418867995152,0.2233590489471617,-0.9496969826606981,0.3881826118182303,-0.1335299730414789,0.47267338272492015,0.5964183644111863,0.01085669323655588,-0.41324857669294623,0.3922071141074606,0.19657441085657035
638,446,Josh Richardson,Boston Celtics,2021,-0.13800173917375855,-0.6344504171665181,-0.45614851736544526,0.1461429313198834,0.3448746445320882,0.11075185313501673,-0.33506300027569164,0.3281373235833479,0.532076383061388,0.08188118883894581,0.6861442849050726,-0.32021757206586654,-0.15863219675684187,0.13808742585202533,-0.1545089939665419
639,1045,Robert Williams III,Boston Celtics,2021,-0.5061395967636305,1.1906245903664554,-0.4310310150257792,0.11438574335621507,1.1885359073684922,-0.4812434486964413,3.124272309733711,-2.285874470304134,-2.8328130784097802,0.010977645222333025,-0.020447338984275334,0.988254423131476,1.3966951226161552,0.4413042634545988,-0.10549218939746068
640,1901,Grant Williams,Boston Celtics,2021,-0.5926450984572066,-0.21210842119162518,-1.0858332336869398,-0.5119468858614464,0.543886789385049,-0.4224981894631067,-0.04381726847170708,0.3066479716011311,0.722001235916546,0.007459897626289712,0.8047602850626249,0.008509064145561173,0.17943094460982184,0.8519378373045451,-0.1959714511936529
642,2635,Payton Pritchard,Boston Celtics,2021,0.06039773171594472,-0.268463814899311,0.7399510414194026,-0.3422251773531108,-0.37345751881240846,-0.7248773249964707,-0.48536848157283163,0.27902930419969435,0.5712388612145075,-1.4208570684019597,1.22607394682442,-1.0321356197998903,-0.44101470223516415,-1.3969982254925535,-0.6196919599247521
645,1874,Romeo Langford,Boston Celtics,2021,-0.6120779351183945,-0.29685519886786776,-1.6445742131394412,0.03419168626118781,0.32066225722693636,-1.058345898774419,-0.19531403965664842,-0.03161404418340275,0.5513901618580974,-0.603713116796427,-1.158953695112545,-1.0000455233820134,-0.1475834237512471,-1.3207974571730703,-1.060379359731763
658,153,Kevin Durant,Brooklyn Nets,2021,1.4543997210989021,0.30846751901954994,0.9820556644846263,-0.27204431804681983,0.4174286684122706,1.7235650594808636,0.55937256980296,0.5381218781493491,0.5339485396608707,1.3216864909811334,1.087743093522158,1.391191864602619,-0.25254612460814485,0.3590248280713793,1.2558663197948312
659,261,Kyrie Irving,Brooklyn Nets,2021,1.210176714122339,-0.6417891483847236,0.8593498664151668,0.3534759471416969,0.18141892259847067,1.7401195812272636,0.11106982043187945,0.7310659278006051,0.8091895776679779,0.9284387020748248,1.255902376086829,0.46330887852488234,-0.12084086002221152,0.9964495438119075,0.9176901210057193
660,216,James Harden,Brooklyn Nets,2021,0.849972506087351,0.46907306040586566,1.698293531454499,0.21777524189347053,0.22798550814518537,1.2573886360809001,-0.634348592644426,0.6562349258353964,0.058400476865514354,1.3257115234446863,0.7561471702439564,1.370850192463719,0.20959239945994498,0.5588402201096637,1.5651114307395522
662,123,Seth Curry,Brooklyn Nets,2021,0.27269558359601065,-1.2351671034325387,-0.02620025668468965,-0.1409383998077404,-0.2887179855022896,0.6487845475474133,0.38593679079743787,0.6317291444507863,1.2131322384667689,-0.30088858934730134,0.5373881535599476,-0.29471371739590374,-0.881605895089106,0.9108468651627746,0.1828225518720488
663,221,Joe Harris,Brooklyn Nets,2021,-0.06697887802932428,-0.4321058234986418,-1.1427767380867626,-0.9427807821250023,-0.7460365936846552,0.18633846662460507,0.17839666402124763,0.6067709148384897,1.5310279419356407,-1.2006022228437658,0.5373881535599476,0.2489216783897474,-0.6316361217859103,0.25785608118159764,0.0428695645150465
667,147,Andre Drummond,Brooklyn Nets,2021,0.48052047790005664,1.780878593990364,-0.4887337084306497,0.610201013230309,0.7781939337523532,0.046180159613722835,1.7881834149122677,-2.1044258731252286,-2.8328130784097802,0.6447046368312364,-1.6993435315207532,1.1751569706600231,1.3990302205201888,1.0896223649935306,0.44179269861844606
668,365,Patty Mills,Brooklyn Nets,2021,-0.14218759328739203,-1.587058417509487,-0.1530011840004145,-0.3785321561907067,-0.23992007598804166,0.41993297752518555,-0.7095503482479532,0.6604145999921044,0.64074599464109,-0.606111317681861,0.33744711680574585,-0.7711189946727136,-1.0754780302463696,-0.40520329250973525,-0.14807579710880764
669,8,LaMarcus Aldridge,Brooklyn Nets,2021,0.76747942099492,0.717503712964071,-0.9665239853944257,-0.8333626081391626,0.8057074999337639,0.11259432419531187,1.005400507830081,-0.4277958856158608,-0.31521248974896104,0.19074427049331216,0.9213457197162447,0.19386191568811204,0.5000714941166201,-0.4777170252203057,-0.29987854307502515
670,944,Bruce Brown,Brooklyn Nets,2021,-0.26343689485713245,0.2609489540436185,-0.009170068253474207,0.5622369835229915,0.5024099294996974,-0.11712573663333008,0.5322315622155118,-0.15841271783917538,0.6875964842218198,0.11942274567231698,0.04851823834122296,0.24373606924336538,0.5392677967921187,0.6918891934042116,-0.18495733407844567
671,1854,Nic Claxton,Brooklyn Nets,2021,0.007055324445319138,0.8971412110264014,-0.9507052874250607,-0.14711205877114952,0.9954163272872206,-0.6715067300892151,2.775242610052894,-5.178311284786985,-2.8328130784097802,0.27340875247729884,-2.031134380999231,0.29008533988308954,0.7974044063045438,0.3133707916737076,-0.36816475760117284
672,146,Goran Dragic,Brooklyn Nets,2021,-0.5423220507185339,-0.2471506445793541,0.9822640532449753,0.3047192454523201,-0.48476206182107057,-0.011604136861150494,-0.6334551297465016,0.23389927898323487,-0.4397389704784211,-0.1580881843682386,-0.00805099470551553,-0.110974358526756,0.13946496480957146,0.6569605401382211,0.6009272973502439
673,2855,Cam Thomas,Brooklyn Nets,2021,0.42984553920823027,-0.29238906724039054,-0.32240986539506106,-0.04990816855190099,-0.3585228335808785,-0.29493207642052016,-0.3939269119458708,0.058502567018182385,-0.4137272953922104,-0.06526760706976209,0.5587611609371222,-0.7066478595908404,-1.0956829493937255,-1.5380813671948128,-0.3472814364906766
679,274,James Johnson,Brooklyn Nets,2021,-0.8021703998898778,0.14990107203667327,0.35821307398834,-0.13017787829600644,0.5400907463948359,-0.9123996081330461,0.10220933661250596,-0.23827841988705875,-0.47928084271786797,-0.5146615602145608,-1.6156611159089829,-0.32878187891788485,0.016477134564163592,0.5513888122048378,-0.4612571154249299
680,2805,Kessler Edwards,Brooklyn Nets,2021,-0.832630247270805,0.06579231966324055,-1.3749562561081794,0.005618217004284806,0.46423910366356863,-0.9874803513004305,-0.7105340812033281,0.06187994353974325,0.15451433149111088,-1.1775341763396014,0.8472967605289606,-0.5817447936719967,-0.0047918980393997284,-0.5573127568536357,-0.42552282160369154
681,208,Blake Griffin,Brooklyn Nets,2021,-0.26338895268291745,0.6426294572953176,0.406046944517242,-0.02410314721553406,0.13014672987332299,-1.2042811162817038,-0.5171742023484892,-0.04275972995338818,-0.4980191566963067,-0.39735487526231217,-0.2683742245594852,-0.547719789664744,0.013128044001983795,-0.7676390743314038,-0.9908791169030988
683,949,Jevon Carter,Brooklyn Nets,2021,-0.5636455090292218,-0.6687836133304779,-0.09500841301978512,-0.11425239962236776,0.18933246388074157,-1.2745752634844238,-1.4092532185984958,0.13223673083394097,0.3354550596492239,-1.7681160420348152,-0.45431938874089495,-1.5397233293601185,-1.23386721304033,-1.224003869962043,-0.6320480675406318
687,182,Langston Galloway,Brooklyn Nets,2021,-1.5900050135728245,-0.3180072039737044,0.02223057780391241,-12.243339442180478,-5.467109052115646,-1.7912525947314286,-1.0065102535870751,-0.0882045508051798,-0.6508925682370698,-7.8451946322233015,-5.6607839858203075,-1.0808303849561454,-1.0754780302463696,-1.052544823392313,-0.01310835651196555
691,941,Miles Bridges,Charlotte Hornets,2021,0.7189881435132114,0.3329762686004299,0.3237308576446873,-0.18500974048713462,0.41005868176631627,1.242711948294399,0.3068291761544995,0.582506734782987,0.016676540624806606,0.8393728827372532,0.3199084293711658,1.1703172683233567,0.4012934776564878,0.6822995865460247,0.6022087120419413
692,2566,LaMelo Ball,Charlotte Hornets,2021,0.9398006109124628,0.4238317523886241,1.4837836072613604,0.6987454355989049,-0.050349553919323956,1.4161382186489453,-0.506858206784646,0.715813989439229,0.49479813442886894,0.647995432584579,0.8256752298101909,0.9654912080007927,0.6352602993530632,1.1683711906495937,1.186388793231583
693,458,Terry Rozier,Charlotte Hornets,2021,0.7557991604524048,-0.4761392049390326,0.6543562582231142,0.333265697416276,-0.1424797556874524,1.3542949995591305,-0.2739469783723539,0.7631998527476647,0.4365140703832056,0.4452771386575844,0.6751253122128408,0.35666291945462125,0.08820429863199712,-0.08784793738850295,0.32154526257548516
694,227,Gordon Hayward,Charlotte Hornets,2021,0.4196734064343573,-0.23795736576538437,0.42120075674713064,0.04328589520306535,0.05657205756835836,0.900904148813876,-0.08546455235356938,0.43803601223353783,0.587494748347442,0.5827143690672157,0.5869735306749889,0.4550434310041633,0.1119690867831328,-8.766786636017304e-05,0.4911265712688076
696,407,Kelly Oubre Jr.,Charlotte Hornets,2021,0.7118745752375495,-0.14277764430421694,-1.0312502499746214,0.366381752204345,0.19572392582870063,0.8801023142174181,-0.3399634636677093,0.701136768321221,0.15953504982707978,0.4326232578093351,-0.7152267395294664,0.09349237264393458,0.3341886934683112,0.7225558990361086,-0.1551566770665228
697,218,Montrezl Harrell,Charlotte Hornets,2021,0.6318394422166964,0.6331927616228192,0.10270373682275753,-0.45630781793179354,0.41234982480761945,-0.20351864315081553,2.255707763005437,-1.703197479622175,-2.8328130784097802,0.746582857287888,-0.44665154691898074,-0.07527132529831687,0.9255651617525306,0.16170833099597323,-0.22513717799088637
698,1897,P.J. Washington,Charlotte Hornets,2021,-0.18788080722514028,0.2904856557414756,-0.08481511471837527,0.15838705081649926,0.665843407107859,0.2022529213682001,0.053541434424901405,0.4703185305369105,0.3457871709776252,-0.14186912752176883,-0.4105675854040917,0.5592914603651401,0.5120777454258757,0.6608979223619205,0.1879102999357796
699,1879,Cody Martin,Charlotte Hornets,2021,-0.808174512255543,-0.08807430638526362,0.16862937009374174,0.6990143639804528,0.19009837455961923,-0.36071361562861604,0.21300764879977999,0.09411625442127637,0.5161811930181011,0.023985754767470124,-0.5925441125571623,0.09955679466833664,0.44060141064493663,-0.04073918048904697,-0.08356635171102379
701,426,Mason Plumlee,Charlotte Hornets,2021,-1.0369686283805604,1.1970293548205724,0.5799623382168801,0.1850352886598215,0.5145828588603081,-0.9544430261846549,2.2089922911379514,-2.2529243459489856,-2.8328130784097802,0.3621191027140289,-2.7372530807715867,1.006791961730083,1.0755264800277833,1.1038554135778678,0.32754665740176353
702,1880,Jalen McDaniels,Charlotte Hornets,2021,-0.289422910099586,0.29361736385191917,-0.4906820421199456,-0.028633345537652396,0.363181690281184,-0.729068427733638,-0.09072304779319867,0.045814323373040367,0.3036976549634911,-0.12342849043229323,-0.15487522824096386,-0.12533277122122802,-0.05777169360982771,-0.09092623162246996,-0.4412743457386363
704,488,Ish Smith,Charlotte Hornets,2021,-0.5243633214627245,-0.6466138236429956,1.1511518214846816,0.5459816953081111,0.26256913765736073,-1.1150752636486214,-0.8971918270652329,-0.7292214982088132,0.5239877064713127,-0.98004861715729,-1.631972095223143,-1.7070179851622136,-0.8659502029286467,-1.729948935100253,-0.2441342593881452
712,802,Wes Iwundu,Charlotte Hornets,2021,-4.115045765389031,-0.0483328296671712,-0.30866793930778125,-0.3102296674963473,0.3755774062721061,-1.6937592803436676,-4.676131071149818,-0.6997348591911793,-2.8328130784097802,-0.8685661310412089,-1.941880702192155,-0.7248786930184968,-7.682706954467025,-2.418361923533534,-0.7307172291420814
715,136,DeMar DeRozan,Chicago Bulls,2021,1.3532514712921515,-0.25446465279124536,0.6552322715739907,-0.16219842990554123,-0.21605000854469664,1.7458560808806376,0.3871003556791011,-0.006051008833825638,0.07641426848716666,1.348812323964806,0.8545944514308995,0.7586334632712193,0.00579393160644313,0.6038550618711886,0.8728231312013173
716,308,Zach LaVine,Chicago Bulls,2021,1.1843040696350384,-0.3903519855689958,0.6306687001338729,-0.5588508290050075,-0.15693994070983408,1.5183330746400978,0.13446428632739163,0.6827927705839715,0.6079077260933399,1.0884304188532432,0.7222725058837585,0.6968005002227087,-0.7040897356764451,0.06145765501573862,0.9762028155947109
717,534,Nikola Vucevic,Chicago Bulls,2021,0.5796228221404977,1.2922920800472666,0.1978262725923453,0.04962723682716415,0.5273040090177814,1.3539085819904297,0.06087671013454475,0.48325952950357864,-0.18534140539816282,0.08904148079489244,0.08661199796865515,1.8853149531084927,0.9308488772051426,0.7911910605548876,0.6052379454629325
719,735,Lonzo Ball,Chicago Bulls,2021,-0.22651720405035802,-0.044840735824261874,0.7965220855971283,0.8752227507529052,0.5239203717233736,0.6790515933452926,-0.5168114211300069,0.701136768321221,0.876451788883827,-0.4629104773345855,-0.5472919708315976,0.7771866844604486,0.27736302298006804,0.5510862165031571,0.8176162491872041
720,1900,Coby White,Chicago Bulls,2021,0.23989488932692757,-0.6870608388544553,0.3028933527945952,-0.7032976685710906,-0.46717902968154823,0.6249814743519402,-0.4806301813487485,0.5878452457413568,0.45720318823807604,0.005998617187149359,0.6923424570444525,0.0005154940579961559,-0.8556675679967807,0.4572775411701183,0.13295646152411614
722,1019,Jerome Robinson,Chicago Bulls,2021,-0.13706757979307327,0.10124735708510216,0.6176868606790856,-0.3782935310748059,1.0544767594848399,0.2677415298668757,-2.1372057435924017,0.5610197902516408,0.3408894818414353,0.26682989831977094,1.777022581435998,0.3808334617313262,-0.2792879478028717,0.3133707916737076,-9.549967852574216
723,1993,Simisola Shittu,Chicago Bulls,2021,0.3773153081574197,2.1800653550300395,0.35723764748385395,1.3743348060406246,0.937503100864934,-0.06974386075900756,-0.45731530129877435,-0.6997348591911793,-2.8328130784097802,0.9310431096659713,-0.7022462743161048,1.486568404604699,1.2779857489345285,0.3133707916737076,0.7045522764776561
724,2664,Patrick Williams,Chicago Bulls,2021,-0.28395102932012367,0.023464459467033478,-1.266956127618574,-0.09467981005809112,0.3465083499216791,-0.2806949665996674,0.47543031928119717,0.05975839134016274,1.119344826808714,0.2989541555637176,-0.22546380205608527,0.13492891860061143,0.28763754186680374,0.10574336396721229,-0.09943601694585188
725,2802,Ayo Dosunmu,Chicago Bulls,2021,-0.46830362256181535,-0.8218341909332709,0.494136903390847,0.005706136173258248,0.04040254782254437,-0.08375050530065327,0.5564292647576671,0.11604707815901771,0.2842162218369485,-0.30088858934730134,-0.31224892622026745,-0.28658735359380105,-0.5391057519061007,0.5232122881976424,0.2876475646704048
726,631,Alex Caruso,Chicago Bulls,2021,-0.9698569511579991,-0.4501774025702536,0.8338686553747003,0.9856615893238329,0.09535653872102205,-0.27955102967940537,-0.7567530096599114,0.2701756054335665,0.15149110324579812,0.13076216017032707,0.3432285443745404,0.034144904488698495,0.030685993329467223,0.8396595008406933,0.2305235814433104
727,2404,Javonte Green,Chicago Bulls,2021,-0.7182744996820735,0.25031319908686117,-1.1309342141348446,0.7343605663739798,0.380549224394664,-0.711912111813209,0.7841260817719206,-0.1316976078849974,0.20986506421638537,-0.046123827107473675,0.5251145453631545,0.007842215271477646,0.6354627806954432,0.25937722407790564,-0.8182530726490881
730,283,Derrick Jones Jr.,Chicago Bulls,2021,-0.5707911598691956,0.21194239002044926,-1.2511812593619944,-0.11373160822451506,0.6263449796092919,-1.4287643255201732,0.802602530421449,-0.2914808494469242,-0.15632391926458894,-0.23259695480353282,0.2894612679847367,-0.7888965459128381,0.27121356402036506,-0.028856433773984558,-0.776734956428774
732,945,Troy Brown Jr.,Chicago Bulls,2021,-0.9323778767691593,0.2824528667266548,-0.351148168575422,0.22205336060611178,-0.6952284004777222,-1.345764140631923,-0.7557908188467629,-0.030229366425882156,0.07641426848716729,-1.308629921938374,0.060605681299928105,-0.5208583192532953,-0.32953505788335175,-1.641691754939775,-1.040222652076212
744,1860,Darius Garland,Cleveland Cavaliers,2021,0.8493988445762765,-1.094561890755416,1.4754074678277864,0.3667492599944658,-1.0099403030481158,1.4670517706049984,-0.07301022104918507,0.652127207293412,0.48514868912558146,0.7156529352842647,0.9344585562389923,-0.08013662968987789,-0.21153588841335272,-0.08355744759475664,1.3384866457368454
746,1021,Collin Sexton,Cleveland Cavaliers,2021,0.6752316298685288,-0.739444095735705,-0.2019218286905374,0.17995321351065713,-5.467109052115646,1.090182017951537,-0.4479703610111444,0.4298521393524933,-0.35996983354737544,0.7894703515917688,-0.32801701307050296,-0.45589388133675973,0.3231168815672115,0.1673306902157374,1.2408304060244972
747,727,Jarrett Allen,Cleveland Cavaliers,2021,0.3981414751211966,1.2557522213820524,-0.7792392225940875,-0.12474401414950056,0.7501008550922202,0.41926133092675194,2.5754347374028437,-1.2944227515099958,-1.9600448743406969,0.8732729303288091,-0.36849854373408986,1.497557530623652,1.3323274276553805,-0.033245354259963264,0.46091236427676924
750,830,Lauri Markkanen,Cleveland Cavaliers,2021,0.3833821476371742,0.22716066159896536,-0.9510953492706615,-0.08216138429116601,0.19423969019774234,0.7752989967685738,-0.16214075329885988,0.6106229955114225,0.3524723379007467,0.43009682080435796,0.7912891809562453,0.8024556434743161,0.3102407307645114,0.34213982839347806,-0.177792472827644
751,2835,Evan Mobley,Cleveland Cavaliers,2021,0.1415642913615335,0.7434007274748838,-0.1799315737663849,-0.25674730785608846,0.8827553378567142,0.8136630527929157,0.5327373177678334,-0.2031866659156043,-0.6288529671242145,0.7206241024152331,-0.7207482807023132,1.2680469134570769,0.9199028079046561,0.5081611393173033,0.6205560073414546
752,317,Caris LeVert,Cleveland Cavaliers,2021,0.15416756021175954,-0.652046932507247,0.6695689203862598,0.09508339071528103,-0.3245962722039299,0.9013020487604522,-0.4642603736526121,0.35460940071440034,0.07641426848716729,0.4417613644775895,0.060605681299928105,0.05709803373076471,-0.029274736715015355,0.5350253766681871,0.5733154707869924
753,326,Kevin Love,Cleveland Cavaliers,2021,0.8396157868892589,1.2238402182351409,0.1667666879661423,-0.791875291894192,-0.11159793728686722,0.5155564779748171,-0.41460398101690543,0.6206508835301262,0.6302751862330792,0.46363525847664383,0.5494234392674809,1.2041388276876428,0.4337914236636606,-0.4494882650163401,0.24566845672142887
754,459,Ricky Rubio,Cleveland Cavaliers,2021,0.26381079233570487,-0.2584021380430444,1.491077986156815,0.7360925310150387,-0.42438547788528014,0.8028351309074446,-1.2132194401745218,0.4832248698478253,0.044963162034227316,0.5704417579491576,0.7238818285501497,0.33939671587851566,-0.3985192277771406,0.505781842294716,0.9514016341989436
755,854,Cedi Osman,Cleveland Cavaliers,2021,0.3414060173419188,-0.8790590241820843,0.10087315990624635,0.2735445507539077,-0.44363189561889277,0.09997293378996858,-0.39505192008003975,0.49168303178784495,0.3007961649233685,0.14840924523756124,-0.7573411377772621,-0.7904840493747225,-0.6316361217859103,0.02845384303601757,-0.08169853702837385
757,2630,Isaac Okoro,Cleveland Cavaliers,2021,-0.7504450409431457,-0.8823515650038692,-0.4725435807817219,0.02312536355901145,-0.06590022042501463,-0.2913355629647209,0.13373167860360372,0.08946907215966994,0.16404159821297848,0.38514497421752875,-0.04980710174976264,-0.6943771727406352,0.36887098105190314,0.6436000904306468,-0.179724037989383
758,455,Rajon Rondo,Cleveland Cavaliers,2021,-0.7092504445565844,-0.22489442119570408,1.60503521886107,0.40350401657583607,-1.1111277521627276,-0.685099074604998,-0.7258376120415032,0.18606661392255658,0.2641063553837444,-0.26603126310452324,-0.08242906037807858,-0.14210136663519576,-1.0030365001531945,-0.22518884912888124,0.5067369176075014
